39.14982152899999,39.14982152899999
39.19571652899999,39.19571652899999
39.227455258,39.227455258
39.235105258,39.235105258
39.296300258,39.296300258
39.349845258,39.349845258
39.3586389855,39.3586389855
39.398032713,39.398032713
39.4504339855,39.4504339855
39.474522713,39.474522713
39.4886789855,39.4886789855
39.5039789855,39.5039789855
39.5158478,39.5158478
39.5540928,39.5540928
39.586975258,39.586975258
39.602275258,39.602275258
39.632875258,39.632875258
39.655825258,39.655825258
39.678770258,39.678770258
39.709365258,39.709365258
39.7411089855,39.7411089855
39.765202713,39.765202713
39.766346442,39.766346442
39.789291442,39.789291442
39.821030171,39.821030171
39.853917629,39.853917629
39.876867629,39.876867629
39.885661358,39.885661358
39.894455087,39.894455087
39.90861135800001,39.90861135800001
39.931556358,39.931556358
39.940345087,39.940345087
39.95450135800001,39.95450135800001
39.970945087,39.970945087
39.986245087,39.986245087
40.01684508700001,40.01684508700001
40.032145087,40.032145087
40.047440087,40.047440087
40.062735087,40.062735087
40.07038508700001,40.07038508700001
40.078035087,40.078035087
40.085685087,40.085685087
40.093335087,40.093335087
40.100985087,40.100985087
40.12393508700001,40.12393508700001
40.138091358,40.138091358
40.145741358,40.145741358
40.161041358,40.161041358
40.167547629,40.167547629
40.17519262900001,40.17519262900001
40.18283762900001,40.18283762900001
40.1969939,40.1969939
40.2122939,40.2122939
40.2199439,40.2199439
40.226450171,40.226450171
40.2352439,40.2352439
40.244037629,40.244037629
40.25819389999999,40.25819389999999
40.2734939,40.2734939
40.274637629,40.274637629
40.274637629,40.274637629
40.28342635800001,40.28342635800001
40.289927629,40.289927629
40.291071358,40.291071358
40.291071358,40.291071358
40.29335881495,40.29335881495
40.30100881495,40.30100881495
40.31745254289999,40.31745254289999
40.3404025429,40.3404025429
40.3557025429,40.3557025429
40.3633525429,40.3633525429
40.37100254289999,40.37100254289999
40.37100254289999,40.37100254289999
40.37100254289999,40.37100254289999
40.37100254289999,40.37100254289999
40.36985881495,40.36985881495
40.368715087,40.368715087
40.382871358,40.382871358
40.398171358,40.398171358
40.4035289,40.4035289
40.41117389999999,40.41117389999999
40.41117389999999,40.41117389999999
40.41117389999999,40.41117389999999
40.419967629,40.419967629
40.427617629,40.427617629
40.421111358,40.421111358
40.429905087,40.429905087
40.429905087,40.429905087
40.429905087,40.429905087
40.437555087,40.437555087
40.437555087,40.437555087
40.445205087,40.445205087
40.445205087,40.445205087
40.445205087,40.445205087
40.445205087,40.445205087
40.445205087,40.445205087
40.452855087,40.452855087
40.452855087,40.452855087
40.460505087,40.460505087
40.468155087,40.468155087
40.475805087,40.475805087
40.483455087,40.483455087
40.491105087,40.491105087
40.483455087,40.483455087
40.491105087,40.491105087
40.491105087,40.491105087
40.491105087,40.491105087
40.491105087,40.491105087
40.491105087,40.491105087
40.49224881495,40.49224881495
40.491105087,40.491105087
40.491105087,40.491105087
40.4933925435,40.4933925435
40.49989881495001,40.49989881495001
